"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"2445",5,"SIA/UP/NCP/92208/2019","4804","Pradhan Mantri Awas Yojna-2","CHIEF ENGINEER","WithdrawEC","EC",NA
"2446",6,"SIA/UP/MIN/408921/2022","7417-6508","River bed ordinary sand mining along river Ganga having lease area 15.0 ha in gata no. /zone-3, Khand No. 02 at village –Katri Jalesar Alipur, Tehsil & District- Kannauj, U. P. of M/s Sanjeev Kumar Gupta/90249","M/S SANJEEV KUMAR GUPTA/90249","EC Granted","EC",NA
"2447",7,"SIA/UP/NCP/64498/2017","","Proposed Multistoried Officer’s Colony 
For Lucknow Metro Rail Corporation (LMRC)","MULTISTOREYED OFFICERS COLONEY FOR LMRC  AT LUCKNOW","Under examination of SEIAA - Processed offline","EC",NA
"2448",8,"SIA/UP/MIN/420667/2023","7684","Ordinary Earth Mine, Village- Malinpur, Tehsil- Ramsanehighat, District- Barabanki, Uttar Pradesh (Khasra/Gata no.- 1652,  Area- 1.4925 ha.) developed by Sarvesh Kumar Yadav","SARVESH YADAV","EC Granted","EC",NA
"2449",9,"SIA/UP/MIN/426871/2023","7808","Ordinary Earth Mining Project","Dhirendra Singh","WithdrawEC","EC",NA
"2450",10,"SIA/UP/INFRA2/439650/2023","8068","EWS/LIG GROUP HOUSING UNDER KHORABAR AWASIYA YOJNA","GORAKHPUR DEVELOPMENT AUTHORTY","EC Granted","EC",NA
"2451",1,"SIA/UP/MIN/415535/2023","7566-7070","“Building Stone Sand Stone” Project at Gata No.- 12 Mi , Village- Chaklathiya, Tehsil- Chunar, District- Mirzapur, U.P. (Applied Area : 3.232 ha.)","IVTECH INDIA PRIVATE LIMITED","EC Granted","EC",NA
"2452",2,"SIA/UP/MIN/447241/2023","8337","Mining of  Minor Mineral Ordinary Soil","NARENDRA KUMAR","EC Granted","EC",NA
"2453",3,"SIA/UP/NCP/75171/2018","4324","Group Housing Project ""Vilaasa""","YAMUNA BUILDTECH PVT LTD","EC Granted","EC",NA
"2454",4,"SIA/UP/NCP/30730/2018","4637/4218","kw srishti","DINGLE BUILDCONS PRIVATE LIMITED","EC Granted","EC",NA
"2455",5,"SIA/UP/MIN/409902/2022","7433-7085","Building stone (Sandstone) Project at Gata No.-428, Area 2.02 ha, Village– Dhuria, Tehsil-Chunar, District–Mirzapur, Uttar Pradesh","ARVIND KUMAR","EC Granted","EC",NA
"2456",6,"SIA/UP/MIN/93708/2019","","“Brick Earth Mining” Project at Gata No. 29, 287, 297 at Village: Purehanda, Gata No. 313 at Village: Sindhwapur & Gata No. 70?, 70? at Village: Pure Ledai, Tehsil: Gonda, District: Gonda (U.P.), Total Area 2.2856 Ha. M/s Chand Brick Field","M/S CHAND BRICK FIELD","Delisted","EC",NA
"2457",1,"SIA/UP/NCP/61350/2016","","EXCELLA KUTUMB , SAMAJWADI AWAS YOJNA(GROUP HOUSING PROJECT)","M/S ABC INFRA PROMOTERS PVT. LTD. /CONSORTIUM","WithdrawEC","EC",NA
"2458",2,"SIA/UP/NCP/78555/2018","","Expansion in area of “Mangal Heights” Hotel Complex at
Khasra no. 1069, NH-58, Village Noor Nagar, Ghaziabad","MANGAL BUILDWELL PVT LTD","WithdrawEC","EC",NA
"2459",3,"SIA/UP/NCP/18241/2016","","Group Housing ""Mahagun Mezzaria""","M/S NEXGEN INFRACON PVT. LTD.","Under examination of SEIAA - Processed offline","EC",NA
"2460",4,"SIA/UP/NCP/91852/2019","4640","Hotel cum Commercial Project","M/S JLG PROPERTIES PVT. LTD.","EC Granted","EC",NA
"2461",5,"SIA/UP/NCP/70626/2017","3851","Expansion of  Affordable Housing Project, ‘Landcraft Metro Homes’","RS LANDCRAFT LLP","EC Granted - Processed offline","EC",NA
"2462",6,"SIA/UP/INFRA2/424618/2023","7764-7571","Group Housing Complex","GODREJ PROPERTIES LIMITED","EC Granted","EC",NA
"2463",7,"SIA/UP/MIN/74829/2018","4274","“Ordinary Sand Mining” Project at Gata No.- 337Mi & 330, Village- Ajizpur, Tehsil- Mishrikh, District- Sitapur, U.P. 
(Applied Area: 5.12 ha.)","BHARAT CONSTRUCTION","EC Granted","EC",NA
"2464",8,"SIA/UP/INFRA2/424190/2023","7745-5807","Development of Commercial Complex Project (Shopping Malls, Showrooms, Retail Outlets, Hotels, Restaurants, Offices and Such other Commercial uses), Plot No. E-01, Sector-51, Noida, Gautam Budh Nagar, Uttar Pradesh proposed by M/s INGKA Centres India Pvt. Ltd.","INGKA CENTRES INDIA PRIVATE LIMITED","EC Granted","EC",NA
"2465",9,"SIA/UP/MIN/434800/2023","8015-7441","BUILDING STONE (KHANDA, GITTI, BOULDER) MINE","NAIMUR RAHMAN","EC Granted","EC",NA
"2466",10,"SIA/UP/MIN/23031/2018","4180","-1","SHRI RAJKUMAR GUPTA","EC Granted","EC",NA
"2467",6,"SIA/UP/MIN/425105/2023","7778-7027","Proposed Dhuria Building Stone (Sandstone) Mining Project At Arazi No. 428, Sl.no.08, Village- Dhuria, Tehsil-Chunar District-Mirzapur State-U.P","MANISH KUMAR","Delisted","EC",NA
"2468",7,"SIA/UP/MIN/450684/2023","8416-7910","SAND/MORRUM MINE","RAVISH GUMBER","EC Granted","EC",NA
"2469",1,"SIA/UP/MIN/407496/2022","7383-6330","Khanda, Gitti & Boulder Mining Project","TAUSEEF AHMED S/O LATE SUAIB AHMED","EC Granted","EC",NA
"2470",2,"SIA/UP/INFRA2/451539/2023","8474","Proposed “Highway Greens Residential Colony” situated at Khasra no. 313, 314, 341, 340, 336, 339, 337, 335, 320, 319, 318, 338, 334, 333, 332, 321, 327, 328, 329, 330, 331, 322, 326, 325, 323, 670, 671, 682, 680, 681, 683, 686 and 679, Village – Jaliyamau, Tehsil & District – Lucknow, Uttar Pradesh, by M/s Devpuri Construction Pvt Ltd.","DEVPURI CONSTRUCTION PRIVATE LIMITED","ADS by SEAC","EC",NA
"2471",3,"SIA/UP/NCP/75238/2018","4326","Lalji Superspeciality Hospital & Research Center Project","M/S LALJI SUPERSPECIALITY HOSPITAL & RESEARCH CENTER GORAKHPUR PVT LTD","EC Granted","EC",NA
"2472",4,"SIA/UP/MIN/409957/2022","7440","Ordinary earth Mine, over an area 1.461 ha. in Khasra/Gata No.– 302 at Village- Hathaundha, Tehsil- Ramsanehighat, District- Barabanki, Uttar Pradesh developed by Sarvesh kumar yadav","SARVESH YADAV","EC Granted","EC",NA
"2473",5,"SIA/UP/IND1/408731/2022","7564","M/s Model Exims (Unit-2)","ZAID ALAM","Delisted","EC",NA
"2474",6,"SIA/UP/MIN/445607/2023","8293","“Building Stone (Granite Khanda, Boulder, Bailast (Gitti))” Project at Gata No.- 1939 (Khand No.- 05), Village- Pahra, Tehsil- Mahoba, District- Mahoba, U.P. (Applied Area : 1.619 ha.) , Prop.- Shri Jaiwant Singh S/o Shri Ranjeet Singh","JAIWANT SINGH","EC Granted","EC",NA
"2475",7,"SIA/UP/NCP/61345/2016","3815","EXCELLA KUTUMB SAMAJWADI AWAS YOJNA (GROUP HOUSING PROJECT)","M/S ABC INFRA PROMOTERS PVT. LTD. /CONSORTIUM","WithdrawEC","EC",NA
"2476",8,"SIA/UP/MIN/451219/2023","8439","“Ordinary Earth Mine”, Village- Sauranga, Tehsil- Fatehpur, District- Barabanki, Uttar Pradesh (Khasra/Gata no.- 480Mi, 480/1 & 480/2, Lease Area- 0.575 ha.) Project Proponent- Shri Harsh Raj Tiwari","HARSH TIWARI","EC Granted","EC",NA
"2477",9,"SIA/UP/MIN/71197/2017","4915","Proposed  Ordinary Sand   Mining Project , River Ram Ganga,  at Gata No. 37 Mi, Village – Bhatwali Ahatmali, Area: 5.121 ha, Tehsil& Dist :Moradabad, Uttar Pradesh.","KRISHNA CONSTRUCTION","Delisted","EC",NA
"2478",10,"SIA/UP/MIN/72714/2018","4056","Riverbed Sand/Morrum mining  from BETWA RIVER for M/s Maa  Raktdantika Contractors  and  Suppliers  Pvt.  Ltd. located  at Gata  No. 1396  Ga  Khand  No.  5,  Village- Bhedi khurd, Tehsil- Kalpi, District – Jalaun, U.P. area- 20.242 ha (50.018 acre)","MS RAKTDANTIKA CONTRACTORS AND SUPPLIERS PVT LTD","EC Granted","EC",NA
"2479",1,"SIA/UP/MIN/432629/2023","7969","Jigna Building Stone (Sandstone) Mining Project At Gata no. 399, Kramank no. 01 Village- Jigna, Tehsil- Chunar, District- Mirzapur, U.P","VIKASH SINGH","EC Granted","EC",NA
"2480",4,"SIA/UP/NCP/71730/2017","3941","Cancer hospital & cardiology within medical College Kannauj","OFFICER","Delisted","EC",NA
"2481",5,"SIA/UP/MIN/428421/2023","7864","Proposed “Building Stone (Granite Khanda, Boulder, Bailast (Gitti))” Project at Gata No.- 1090/2, Village- Thana, Tehsil- Mahoba, District- Mahoba, U.P. (Applied Area : 0.405 ha.), Shri Dayal Singh S/o Late Shri Lafroo Singh","DAYAL SINGH","EC Granted","EC",NA
"2482",10,"SIA/UP/IND2/442435/2023","8477","M/s Aarti Distilleries Private Limited is proposing an expansion of the distillery capacity from 150 KLD to 180 KLD under para 7(ii)(a) of EIA notification 2006 (for 1st phase – 20 %) at village: Chiraura, Tehsil: Akbarpur, District: Kanpur Dehat, Uttar Pradesh, 208002.","AARTI DISTILLERIES PRIVATE LIMITED","EC Granted","EC",NA
"2483",9,"SIA/UP/MIN/442169/2023","8185","“Ordinary Soil Excavation Project” at Gata No.-377, Village- Kapasi, Tehsil-Bakshi Ka Talab, District- Lucknow, Uttar Pradesh. (Lease Area: 1.7500 Ha.)","RAHUL VERMA","EC Granted","EC",NA
"2484",10,"SIA/UP/INFRA2/408323/2022","7406","“Wegmans Business Park” at Plot No. 3, Sector-Knowledge Park-III, Greater Noida, Gautam Buddha Nagar, Uttar Pradesh by M/s Wegmans Industries Private Limited","WEGMANS INDUSTRIES PRIVATE LIMITED","EC Granted","EC",NA
"2485",1,"SIA/UP/NCP/94790/2019","","Proposed Group Housing Project “Aarna Sampoornam” at village Agwanpur Mughalpur, Moradabad, U.P.","M/S CAC INFRASTRUCTURE LTD","Delisted","EC",NA
"2486",2,"SIA/UP/IND2/18212/2014","","M/s WAVE DISTILLERIES AND BREWERIES LIMITED - NEW 58 KLPD GRAIN BASED DISTILLERY","WAVE DISTILLERY AND BREWERIES LTD.","Under examination of SEIAA - Processed offline","EC",NA
"2487",3,"SIA/UP/THE/1458/2013","","IA/UP/THE/10459/2013","USHER ECO POWER LTD","Under examination of SEIAA - Processed offline","EC",NA
"2488",4,"SIA/UP/NCP/73115/2018","4099","Proposed Expansion of Group Housing Plan “Rangjee Heights” at Khasra No-210,215,216,217,227,228,229,230,231 & part of 209, 232,233,234,235 of Mauza Gailana, Agra.","RANGJEE BUILDWELL PVT LTD","EC Granted","EC",NA
"2489",5,"SIA/UP/INFRA1/456812/2023","8628-6856","‘UP Defence Industrial Corridor’ at Village – Khutaira, Buktabuzurg, Tehsil- Karwi, District- Chitrakoot, Uttar Pradesh","UTTAR PRADESH EXPRESSWAYS INDUSTRIAL DEVELOPMENT AUTHORITY (UPEIDA)","EC Granted","EC",NA
"2490",7,"SIA/UP/IND1/445319/2023","8285-7455","Expansion of existing production capacity of MS ingot/MS Billet from 90720 MTPA to 180000 MTPA and TMT Bar/MS Bar from 98000 MTPA to 180000 MTPA through induction furnace & CCM at 7th K.M. Meerut Road, Muzaffarnagar-251003 by M/s Amba Shakti Steels Limited.","AMBA SHAKTI STEELS LIMITED","EC Granted","EC",NA
"2491",8,"SIA/UP/NCP/62417/2017","3835","Proposed Group Housing At Plot No: GH-01A/B (Alpha), Sector 107 Noida, Distt: Gautam Budh Nagar, Uttar Pradesh by M/s Ace Infracity Developers Pvt Ltd","ACE INFRACITY DEVELOPERS PVT LTD","Under examination of SEIAA - Processed offline","EC",NA
"2492",9,"SIA/UP/MIN/429541/2023","7902","Ordinary Soil excavation project","YOGESH KANAOJIYA","EC Granted","EC",NA
"2493",10,"SIA/UP/INFRA2/413745/2023","7528","Hotel “KD Greens” at Gata no. 265 KA Mauja Kota, Mathura, Uttar Pradesh","KD GREENS","EC Granted","EC",NA
"2494",1,"SIA/UP/MIN/432419/2023","7971-7018","Khand, Boulder (dolostone) mine","RADHIKA INDUSTRIES","EC Granted","EC",NA
"2495",2,"SIA/UP/MIN/421765/2023","7702-7280","“river bed morrum mining” having lease area- 11.336 ha (28.00 acre) along river Kanhar at Gata No - 1 at Village - Khokha, Tehsil- Duddhi, District- Sonbhadra, U. P. of  M/s Shree Mangal Stone Crusher Private Limited.","SHRI MANGAL STONE CRUSHER PRIVATE LIMIED","EC Granted","EC",NA
"2496",3,"SIA/UP/MIN/62529/2017","","M/S Cluster Project","ABC CONSULTANT","Delisted","EC",NA
"2497",4,"SIA/UP/MIN/446344/2023","8315-7616","Bhagauti Dei Building stone Sand Stone Mining project","SATYAPAL SINGH","EC Granted","EC",NA
"2498",6,"SIA/UP/MIN/72499/2018","","M/s Eureka Mines and Minerals
LLP located at Gata No. 1598 cha, Village-Samuhi, Tehsil – Ghatampur, District – Kanpur
Nagar, U.P.
Area as per Approved Mine Plan by DGM- 24 ha
(59.3 acre)
Sanctioned Lease area- 27.5 ha (67.95 acre)","MS EUREKA MINES AND MINERALS LLP","Delisted","EC",NA
"2499",8,"SIA/UP/IND2/293441/2022","No Increase Pollution Load","PROPOSED EXPANSION OF SUGAR UNIT FROM 8300TCD TO 10500 TCD WITHOUT INCREASE IN CO GENPOWER GENERATION CAPACITY","WAVE INDUSTRIES PRIVATE LIMITED","","NIPL",NA
"2500",10,"SIA/UP/IND2/243224/2021","No Increase Pollution Load","No increase in pollution load certificate for use of B Heavy Molasses Mode 2 or Sugar Syrup Mode 3 as alternative feedstock without change in capacity 100 KLD","GOBIND SUGAR MILLS LIMITED DISTILLERY UNIT","","NIPL",NA
"2501",5,"SIA/UP/IND2/53662/2020","No Increase Pollution Load","Expansion of Distillery from 60 KLD to 75 KLD due to use of alternative feedstock B Heavy Molasses or Cane Juice Syrup or Grains","INDIAN POTASH LIMITED DISTILLERY UNIT KHADDA","","NIPL",NA
"2502",6,"SIA/UP/IND2/221353/2021","No Increase Pollution Load","Proposed expansion of existing distillery unit from 75 KLD to 93 KLD due to use of alternative feedstock B Heavy Molasses","TIKAULA DISTILLERY(A UNIT OF TIKAULA SUGAR MILLS LTD.)","","NIPL",NA
"2503",7,"SIA/UP/IND2/271687/2022","No Increase Pollution Load","PROPOSED EXPANSION OF SUGAR UNIT FROM 8300 TCD TO 10500 TCD WITHOUT INCREASE IN CO GEN POWER GENERATION CAPACITY","WAVE INDUSTRIES PVT LTD","","NIPL",NA
"2504",8,"IA/UP/IND2/211413/2021","No Increase Pollution Load","Proposed expansion of Distillery unit from 120 KLD to 150 KLD due to use of B heavy Molasses as feed stock","NAGLAMAL SUGAR COMPLEX DISTILLERY DIVISION ( A UNIT OF MAWANA SUGARS LIMITED)","","NIPL",NA
"2505",4,"SIA/UP/MIN/125900/2019","5296","Brick Clay mining, gata No. 2684,2291,224,225,73ka,28,37,71 ga,38/1,73 kha/1,157, Vill- Kadipur khurd, Teh- Kadipur, District- Sultanpur","MS PANDEY ENT UDYOG","EC Granted","EC",NA
"2506",5,"SIA/UP/MIS/118020/2019","5049","EWS under Pradhan Mantri Awas Yojna & Multistoried (LIG & MIG) flats  Under composite housing scheme","CHIEF ENGINEER","Delisted","EC",NA
"2507",8,"SIA/UP/MIN/69511/2021","6707","BUILDING STONE KHANDA, BOULDER, BLASTT (GITTI), [GRANITE] MINE","SHRI VISHAL SINGH","EC Granted","EC",NA
"2508",9,"SIA/UP/MIN/41711/2018","5009","Kharkha Sand/Morrum Mine","SHRI RAM KUMAR SINGH S O  HARPAL SINGH PARMAR","EC Granted","EC",NA
"2509",10,"SIA/UP/MIN/132419/2019","5483","M/s PRADHAN BRICK FIELD","M/S PRADHAN BRICK FIELD","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"2510",1,"SIA/UP/MIN/47853/2019","5298/4827","“Sand/Morrum Mining” Project at Gata No.-332/17, part of 333/7, 431/333/1 (Khand No.- 06), Village- Marauli Khadar, Tehsil- Banda, District- Banda, U.P. (Applied Area: 23.0 ha.)","THINK HOME INFRABUILD PVT LTD","EC Granted","EC",NA
"2511",2,"SIA/UP/MIN/42901/2019","5055","Ordinary Soil Excavation Project","SAURABH SINGH","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"2512",3,"SIA/UP/MIN/132442/2019","","Proposed “Soil Excavation” Project at Gata No.- 257,  Village- Neeva, Tehsil- Sarojini Nagar, District- Lucknow, Uttar Pradesh.","SHRI SANJAY SINGH CHAUHAN","Delisted","EC",NA
"2513",4,"SIA/UP/MIN/32671/2019","4703","Sand Mining Project at Ganga River Bed in Gata No. –13mi, Village- Manpur Ahatmali, Tehsil – Beeghapur, District- Unnao, U.P. (Area 5.3660 Ha)","JAI CHAND SINGH","EC Granted","EC",NA
"2514",5,"SIA/UP/MIN/145896/2020","","Brick Earth Mining Project, M/s Hazi Eent Udyog","M/S HAZI EENT UDYOG","Delisted","EC",NA
"2515",6,"SIA/UP/MIN/147839/2020","","ORDINARY SOIL MINING AT                                                    Gata No. : - 114,32 Village – Vishunpur Cheetepatti, Tehsil – Jaisinghpur,  District - Sultanpur, U.P. Total Mining Lease Are","APCO INFRA TECH PRIVATE LIMITED","Delisted","EC",NA
"2516",7,"SIA/UP/MIN/43031/2019","5064","M/s  Aastha Traders","M/S AASTHA TRADERS","EC Granted","EC",NA
"2517",8,"SIA/UP/MIS/182699/2020","","Application for Environment Clearance of Group Housing Project “Excella Kutumb” at Khasra No- 2678/1, 2688/2, 2692/1, 2695/1, 2677, 2693, 2694, 2833, 2834, 2837, 2675, Village-Bakkas, Tehsil-Mohanlalganj, District- Lucknow, Uttar Pradesh.","M/S ABC INFRA PROMOTERS PVT. LTD./CONSORTIUM","WithdrawEC","EC",NA
"2518",9,"SIA/UP/MIN/58245/2019","6008/5016","Gitti / Patthar & Weathered Morrum Mine” Project at Gata No.- 35 (Khand No.- 03), Village- Sangrampur, Tehsil- Atarra, District- Banda, U.P. (Applied Area : 2.0 ha.)","JAI SHRI SANKAT MOCHAN STONE MILL","EC Granted","EC",NA
"2519",2,"SIA/UP/MIN/35378/2019","4789","Extraction of Sand/Morrum from river bed of Yamuna, at Zone No/Gata No/Khand No. 38, 40, part of 41 & part of 42 (Khand No. 7) Area-12.0 ha. (29.64 Acres) at Village – Dadaukhadar, Tehsil- Baberu, District- Banda, Uttar Pradesh","M/S SRI FALGUN  GIRI  MINES","EC Granted","EC",NA
"2520",3,"SIA/UP/MIS/189502/2020","6064","IT complex at sector 135, Noida, Uttar Pradesh","M/S CADILLAC INFO-TECH PRIVATE LIMITED","EC Granted","EC",NA
"2521",4,"SIA/UP/MIN/159582/2020","5707","M/s Vedansh Enterprises.","M/S VEDANSH ENTERPRISES","EC Granted","EC",NA
"2522",3,"SIA/UP/MIN/42032/2019","5023","Proposed Project “Sand/ Morrum Mining” at Burma River Bed, Khand No. 3, Gata No. 468/14 & 1111 of Area: 10.695 Ha, Village - Dulara & Tolapatar, Tehsil-Kulpahar, District- Mahoba, State - Uttar Pradesh","M/S USHA CONSTRUCTION","EC Granted","EC",NA
"2523",6,"SIA/UP/MIN/193450/2021","6160","Hariharpur Ordinary Sand Mining Project on Ghaghra River","SHRI JITENDRA NISHAD","EC Granted","EC",NA
"2524",7,"SIA/UP/MIS/130942/2019","5439","Construction of Rubber Dam at 1.5Km Downstream of Taj Mahal on River Yamuna in Agra city","IRRIGATION AND WATER RESOURCE DEPARTMENT","Rejection Letter Granted","EC",NA
"2525",9,"SIA/UP/MIN/144136/2020","5537","Proposed “Soil Excavation” Project at Gata No.- 1205 Kha, Village- Jehta, Tehsil- Lucknow, District- Lucknow, Uttar Pradesh.","SHRI RAJENDRA KUMAR, SHRI JITENDRA KUMAR, SHRI SURENDRA KUMAR","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"2526",10,"SIA/UP/MIN/33557/1990","4873","Harnaut Bhojpur Aligarh Brick Mines","MR RAJESH ENT UDYOG","EC Granted","EC",NA
"2527",2,"SIA/UP/MIN/28857/2018","4713","Shrikant  Gupta","MS SHRIKANT GUPTA","EC Granted","EC",NA
"2528",10,"SIA/UP/MIN/200370/2021","","Soil mining for Raj Construction Limited","EXECUTIVE DIRECTOR","Delisted","EC",NA
"2529",3,"SIA/UP/MIS/150198/2020","5636","Proposed Group Housing Project at Plot No. SC-01/C, Sector 150, Noida, Uttar Pradesh","AUGUR REALTORS PVT LTD..","ADS by SEIAA","EC",NA
"2530",1,"SIA/UP/MIN/208001/2021","6274","ORDINARY SOIL EXCAVATION MINE","MS RAJPAL TRADERS AND PACKAGERS","EC Granted","EC",NA
"2531",3,"SIA/UP/MIN/32069/2019","4694","Building Stone (Khandas, Gitty/Boulder) Mining Project at Khand No. 03, Gata No. 3196 of Area:0.809 Ha., Village: Jaitpur, Tehsil: Kulpahar, District: Mahoba, State: Uttar Pradesh.","MR. UMASHANKAR MISHRA","EC Granted","EC",NA
"2532",4,"SIA/UP/MIN/149220/2020","","M/s khan Ent Udyog","M/S KHAN ENT UDYOG","Delisted","EC",NA
"2533",5,"SIA/UP/MIN/149264/2020","5611","Proposed “Soil Excavation” Project at Gata No.– 327/3, 766Sa, 763, 765Sa, 777Sa, 771Sa, 769, Village- Kushmora Haluapur, Tehsil- Lucknow, District- Lucknow, Uttar Pradesh","M/S RAGHU VANSHI BULTECH PVT. LTD.","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"2534",6,"SIA/UP/MIN/149387/2020","5615","Ordinary Soil Excavation","M/S SEEMA ENTERPRISES","Delisted","EC",NA
"2535",7,"SIA/UP/MIN/53067/2020","5658","Environment Clearance for proposed River Bed sand/morrum mining having lease area - 23.00 ha (56.83 acre) along River Ken in Gata No. 455 at Village –Khapatiha Kalan, Tehsil- Pailani, District- Banda, U. P of M/s Om Prakash Ram Aoutar","M/S OM PRAKASH RAM  AOUTAR","EC Granted","EC",NA
"2536",8,"SIA/UP/MIN/60687/2019","6189-5022","Khalari Building Stone (Khanda,Gitty,Boulder) Mining Project","M/S P.P. PANDEY INFRASTRUCTURE PVT.LTD.","EC Granted","EC",NA
"2537",9,"SIA/UP/MIN/68043/2021","6615-6167","Building Stone (Khanda, Boulder, Bailast (Gitti))”","FAZAL UDDIN RAHMANI","EC Granted","EC",NA
"2538",10,"SIA/UP/MIN/246615/2021","6811","ordinary earth mine at village- Narhi, Tehsil & District- Sitapur","ASHFAQ AHMAD","EC Granted","EC",NA
"2539",8,"SIA/UP/MIN/125878/2019","5204","Ordinary Soil Excavation Project","PRADIP TIWARI","EC Granted","EC",NA
"2540",9,"SIA/UP/MIN/243465/2021","6738","ordinary earth mine at village- Manjhar, Tehsil- Haidergarh, Barabanki","SRI AJAY KUMAR","EC Granted","EC",NA
"2541",1,"SIA/UP/MIN/167143/2020","5792","BHUPENDRA SINGH","BHUPENDRA SINGH","EC Granted","EC",NA
"2542",6,"SIA/UP/MIN/164241/2020","5736","Ordinary Earth Mining at Khasra No –325, 336, 755/4/1, 853 Village: Khanpur Chaube, Tehsil: Chhibaramau, District- Kannauj, Uttar Pradesh","Santosh Kumar","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"2543",7,"SIA/UP/MIN/40277/2019","4995","Simardha  Gitti khanda ,Boulder mine","SHRI ANIL KUMAR","Delisted","EC",NA
"2544",8,"SIA/UP/MIS/113007/2019","4976","Commercial Project Being Developed by ADONIS BUILDTECH PVT. LTD","ADONIS BUILDTECH PVT LTD","EC Granted","EC",NA
