"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"7216",8,"SIA/RJ/MIN/147344/2020","","Mundkosia Quartz & Feldspar Mine, M.L. No. 8/1997","RAJMALMARBLE","Delisted","EC",NA
"7217",9,"SIA/RJ/MIN/136279/2020","13430","SHRI ALI MOHAMMAD, N/V- NANGAL, TEHSIL- PAHARI, DISTRICT- BHARATPUR, RAJASTHAN M.L NO- 351/05, AREA-1.00 HECTARE","SHRI ALI MOHAMMAD S/O SHREE ISHAR MOHAMMAD","EC Granted","EC",NA
"7218",10,"SIA/RJ/MIN/139639/2020","13705","Shri Mangi Lal Dhakar, Nayanagar Sand Stone Mine Project (Q.L.No. - 07/2018)","SHRI MANGI LAL DHAKAR","EC Granted - Processed offline","EC",NA
"7219",1,"SIA/RJ/MIN/146042/2020","13788","SHRI SANDEEP PARIHAR [SAND STONE MINING PROJECT, PLOT NO. 38]","SHRI SANDEEP PARIHAR","Delisted","EC",NA
"7220",8,"SIA/RJ/MIN/253034/2022","16052","Bhawariya Masonry Stone STP Area Ref No 20211000046547","M/S. DILIP BUILDCON LTD.","EC Granted","EC",NA
"7221",9,"SIA/RJ/MIN/39350/2019","11945","Bajri Mining Project (ML Area 1.35 ha. and Reference No-2019100008821) with production capacity of 67601 TPA located Near Village – Dheedhas, Tehsil- Samdari, Distt- Barmer, (Rajasthan) by Shri Jaswan","JASWANT    SINGH","EC Granted - Processed offline","EC",NA
"7222",10,"SIA/RJ/MIN/199563/2021","15057","Quartz & Feldspar Mining Project, M.L. No. 85/ 2020","SHRI GAURAV JOSHI","EC Granted - Processed offline","EC",NA
"7223",1,"SIA/RJ/MIN/238112/2021","15957","Shri Pulkit Maheshwari Padoli Quartz Mining Project (M.L.No.-03/2021)","SHRI PULKIT MAHESHWARI","EC Granted","EC",NA
"7224",2,"SIA/RJ/MIN/238198/2021","16239","Keru  Sand Stone QL Mining Project  Ref No 20211000031621","SHRI BHUVNESH DABI","EC Granted","EC",NA
"7225",7,"SIA/RJ/MIN/49527/2016","","Irwa massonary Stone Mining Project (M.L. No. 12/92) Area 1.00 Hectt.","RATAN KANWAR","Under examination of SEIAA - Processed offline","EC",NA
"7226",8,"SIA/RJ/MIN/49236/2016","","MASONRY STONE MINING PROJECT (ML No- 63/2002)","SHRI BANWARI LAL SHARMA","Under examination of SEIAA - Processed offline","EC",NA
"7227",9,"SIA/RJ/MIS/231481/2021","653","Medical College & Hospital, Sirohi","MEDICAL COLLEGE & HOSPITAL,","Delisted","EC",NA
"7228",10,"SIA/RJ/MIN/208764/2021","15616","JASHMA MESONRY STONE MINE","JASHMA MASONRY STONE MINE(ML NO.19/2019)","Rejection Letter Granted","EC",NA
"7229",1,"SIA/RJ/MIN/56050/2016","","QL NO 20 SHRI ANOPA RAM SOMANADA A SAND STONE MINING PROJCET","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"7230",2,"SIA/RJ/MIN/57185/2016","","QL NO 82 SHRI BHANWAR LAL (SOMANADA A) SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"7231",3,"SIA/RJ/MIN/57294/2016","","Sand Stone Mining Project
Q.L. No. 98
Boundary Nayanagar - C
Tehsil Bijoliya 
Distt. Bhilwara","PANNA LAL DHAKER","Under examination of SEIAA - Processed offline","EC",NA
"7232",7,"SIA/RJ/MIN/218659/2021","15537","Environmental Clearance for “Masonary Stone Mining Project” (Area-0.4805 ha. and STP No.-140 Ref No.-20211000034260 with production capacity of 1,79,800 Tonnes for STP Period located at Near Village-Batana, Tehsil-Neemrana, Distt.-Alwar, (Rajasthan)","M/S HG INFRA ENGINEERING LTD.","EC Granted","EC",NA
"7233",9,"SIA/RJ/MIN/188928/2020","14713","M/s HG Infra Engineering Ltd, STP No.- 1522, Ref. No.- 2020100025517, Area- 0.5670 Ha., Masonry Stone STP Mining Project, Near Village- Chauth Ka Barwara, Tehsil- Chauth Ka Barwara, District - Sawai Madhopur, State- Rajasthan.","M/S HG INFRA ENGINEERING LTD.","EC Granted - Processed offline","EC",NA
"7234",10,"SIA/RJ/MIN/198553/2021","15092","Environmental Clearance for Masonry Stone Mining Project (M.L. Area-1.0929 ha and Ref. No.-20201000017196) with production capacity of 86,400 TPA (ROM) located at Near Village- Dujar, Tehsil-Ladnun, Distt.-Nagaur (Rajasthan) by Shri Bhanwar Lal S/o S","SH. BHANWAR LAL S\O RAMDEV RAM","EC Granted - Processed offline","EC",NA
"7235",5,"SIA/RJ/MIN/147065/2020","13800","M/s Himanshi Granite Dungari granite mine project Ref. No. 20191000011607","M/S HIMANSHI GRANITE","EC Granted - Processed offline","EC",NA
"7236",6,"SIA/RJ/MIN/156979/2020","14052","Salari Granite Mining Project (M.L No. 04/2020, Plot No.- 43)","ASHOK DHAKA","EC Granted - Processed offline","EC",NA
"7237",10,"SIA/RJ/MIN/251948/2022","17165","Granite Mining  Mineral, Ref. No.- 20211000042965, Area -1.9326 ha., Located Near Village- Bedal, Tehsil- Bali, Distt.- Pali, By Sh. Shiv Lal Choudhary S/o Sh. Mangilal Choudhary","SH. SHIVLAL CHOUDHARY","EC Granted","EC",NA
"7238",2,"SIA/RJ/MIN/195059/2021","14929","M/s Mahalpur Chura Mines Pvt. Ltd, Mahalpur Chura Sand Stone Mining Project ML NO. 175/06","M/S MAHALPUR CHURA MINES PVT LTD","EC Granted","EC",NA
"7239",3,"SIA/RJ/MIN/195546/2021","15248","Shri Gautam Chand Sen S/o Shri Ramchandra Sen & Co-Applicants Proposed Quartz & Feldspar Mining Project,M.L. No.- 63/2020 (Reference No.- 20201000023342, Area- 2.1390 Ha. Near Village – Shambhugarh, Tehsil - Asind, District – Bhilwara (Rajasthan)","SHRI GAUTAM CHAND SEN S/O SHRI RAMCHAND SEN & CO-APPLICANT","EC Granted - Processed offline","EC",NA
"7240",7,"SIA/RJ/MIN/36408/2015","","Selagurha Quartz & Feldspar Mining Project (M/s Mangal Murti Minerals)","DR MUKESH KUMAR JAGETIYA","TransferToDEIAA","EC",NA
"7241",8,"SIA/RJ/MIN/38844/2016","","Masonry Stone Mining Project, M.L. No. 699/97, Area 1.0 Ha., located n/v Dev ka Harmada, Tehsil Amer & District- Jaipur (Raj.) of M/s. Narayan Das Stone Crusher","MS SHRI NARAYANDAS STONE CRUSHER","Under examination of SEIAA - Processed offline","EC",NA
"7242",9,"SIA/RJ/MIN/57790/2016","","GRANITE MINING 48 11","SUSHMA SINGH","Under examination of SEIAA - Processed offline","EC",NA
"7243",1,"SIA/RJ/MIN/234595/2021","16559","Granite Mining Project (Plot Area-1.2919 ha. and ML No.-44/2021 with production capacity of 96525 TPA (ROM) located at Near Village-Devpuri, Tehsil-Arain, District-Ajmer, State-Rajasthan by M/s. Shri Mahan Balaji Granites.","M/S SHRI MAHAN BALAJI GRANITES","EC Granted","EC",NA
"7244",2,"SIA/RJ/MIN/69409/2020","15948","Kurna Granite Area, Ref No. 20191000014257","SH NATWAR SINGH & CO APPLICANT","EC Granted","EC",NA
"7245",3,"SIA/RJ/MIN/74723/2021","16635","Sand stone Mining","ABHIMANYU PANWAR","EC Granted","EC",NA
"7246",4,"SIA/RJ/MIN/265706/2022","16777","Sand Stone Mining Project (  Q.L. Area 1.0  ha and Plot No.- 154) with production capacity of 47,200 TPA located Near Village  Khirja Fatehsingh, Tehsil- Shergarh , District – Jodhpur (Rajasthan)  by Shri Karan Singh S/o Shri Narayan Singh.","KARAN SINGH","EC Granted","EC",NA
"7247",5,"SIA/RJ/MIN/265988/2022","16611","Masonry Stone (Minor Mineral) [Plot No.- 15/2021 & Khasra No.- 1792] over an area – 1.0 Hectare located Near Village-Phaloj, Tehsil– Dungarpur, District – Dungarpur (Rajasthan) with proposed Production capacity – 50000 TPA (ROM) by M/s Sanwariya Mate","VIJAY KOTED","EC Granted","EC",NA
"7248",6,"SIA/RJ/MIN/266778/2022","16648","Existing mining project for Amendment in EC for Quartz, Feldspar & Granite Mining Project (M.L. No. 181/2008, Area – 4.3665 Hectare) Near Village – Kameri, Tehsil– Deogarh, District –Rajsamand, Rajasthan in favor of M/s. Nakoda Parshv Bhairav Mines &","NIKHIL MEHTA","EC Granted","EC",NA
"7249",7,"SIA/RJ/MIN/42770/2016","","QL NO. 660 KERU SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"7250",8,"SIA/RJ/MIN/42773/2016","","QL NO. 2209 KERU SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"7251",9,"SIA/RJ/MIN/65101/2017","","Masonry Stone Mining Project, M.L.no.449/02, Area- 1.00 hect. Near village- Hatipura, Tehsil- Bassi, District- Jaipur, Lessee- Venulata Shukla, Production Capacity- 99,000 TPA.","VENULATA SHUKLA","Under examination of SEIAA - Processed offline","EC",NA
"7252",2,"SIA/RJ/MIN/203756/2021","15203","Nangal Masonry Stone Mine Area. (M.L.No.-78/09)","SMT. HAFIZAN","Delisted","EC",NA
"7253",3,"SIA/RJ/MIN/200614/2021","15075","Dungari Khurd Granite Mining Project, Ref. No.-20211000031374","M/S KRISHNA MINES","EC Granted - Processed offline","EC",NA
"7254",4,"SIA/RJ/MIN/55702/2016","","SANDSTONE MINING PROJECT(Q.L NO.-476)KHUMAN","NASIM BANO","Under examination of SEIAA - Processed offline","EC",NA
"7255",5,"SIA/RJ/MIN/40587/2016","","MASONRY STONE MINING PROJECT M.L.NO.-119/07","SURENDRA KUMAR","Under examination of SEIAA - Processed offline","EC",NA
"7256",6,"SIA/RJ/MIN/56666/2016","","BALESAR SANDSTONE MINING PROJECT (Q.L. No-02)
(BHALU Q.L BOUNDARY)","SHRI ASU RAM","Under examination of SEIAA - Processed offline","EC",NA
"7257",7,"SIA/RJ/MIN/42742/2016","","QL NO. 1456 KERU SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"7258",8,"SIA/RJ/MIN/36576/2015","","Lohagarh Marble Mine (M.L. 758/89)","DINESH SONI","TransferToDEIAA","EC",NA
"7259",1,"SIA/RJ/MIN/250653/2022","","“Granite Mining Project, Ref. No. 20211000043322”","ANIL KOTHARI","WithdrawEC","EC",NA
"7260",2,"SIA/RJ/MIN/250617/2022","","Granite Mining Project (ML Area- 3.8345 ha. and Ref No- 20211000033823  with Production capacity of 4,80,530  TPA (ROM) located at Near Village-Madhogarh, Tehsil-Malpura, District-Tonk, State-Rajasthan by M/s P.K. Granite and Marble Pvt. Ltd.","M/S P.K. GRANITE AND MARBLE PVT. LTD.","Delisted","EC",NA
"7261",3,"SIA/RJ/MIN/265165/2022","16782","Shri Omprakash Meena Proposed Masonry Stone Mining Project Plot no. 27 Area 1.0397 ha. Near village chhapoli Tehsil Udaipurwati Dsitrict Jhunjhunu Raj.","OMPRAKASH MEENA","EC Granted","EC",NA
"7262",4,"SIA/RJ/MIN/74382/2021","16838","CLUSTER “NEHARAWAD, BIRIYAKHERI & ROOPURA” LIME STONE (DIMENSIONAL) MINE Reference No. 20201000021974, ML No. 11/2020","SHRI LOKNATH SOOD","WithdrawEC","EC",NA
"7263",5,"SIA/RJ/MIN/264321/2022","16646","“Granite (Minor Mineral) Mining Project” (M.L. No- 76/2021 & Area-2.6119 Ha.) with Production capacity – 439387 TPA (ROM) {Salable – 241663 TPA & Waste-197724 TPA} at Near village – Anjana, Tehsil– Deogarh, District– Rajsamand (Rajasthan) by M/s Kali","KALIKA GRANITES","EC Granted","EC",NA
"7264",6,"SIA/RJ/MIN/74742/2021","16621","Paharpur Sandstone (Minor Mineral) Mining Project”, with proposed production capacity of Mineral 649590.00 TPA (ROM) (Saleable of Sand Stone-454713.00TPA, Sub grade Mineral-129918.00 TPA, Waste – 64959.00 TPA) and OB- 68613.60 TPA, Mining Lease Area- 5.60 Ha. Plot No. - 16 Situated at N/v-Paharpur, Tehsil- Roopwas, District –Bharatpur (Rajasthan) of Shree Madhukar Malviya","MADHUKAR MALVIYA","EC Granted","EC",NA
"7265",7,"SIA/RJ/MIN/274242/2022","","Paner Khajpura Masonry Stone Mining Project, M.L.No.- 06/2015 Khasra No 292 (Plot No. – 13), Area – 1.0 Ha.) Near Village –Paner Khajpura, Tehsil – Kishangarh, District –Ajmer (Rajasthan) of Shri Abhimanyu S/o Shri Tarachand.","ABHIMANYU","Delisted","EC",NA
"7266",9,"SIA/RJ/MIN/55643/2016","","SANDSTONE MINING PROJECT (QL No 898)
(Bhomiyajii Ka Than Quarry Boundary)","HAWA DEVI","Under examination of SEIAA - Processed offline","EC",NA
"7267",10,"SIA/RJ/MIN/55666/2016","","SANDSTONE MINING PROJECT (QL No 1564)
(Bhomiyaji Ka Than Quarry Boundary)","BHIKHA RAM BKT","Under examination of SEIAA - Processed offline","EC",NA
"7268",1,"SIA/RJ/MIN/284681/2022","17372","Badla Granite Mining Project, Ref. No - 20221000051804","AJAY PARMAR","EC Granted","EC",NA
"7269",5,"SIA/RJ/MIN/38542/2016","","Gadiyanada Sand Stone Mine (Q.L. No. 12) Cluster 10","SUMITRA","Under examination of SEIAA - Processed offline","EC",NA
"7270",6,"SIA/RJ/MIN/38716/2016","","Masonary Stone Mine ML No.202/1996","MOHANLAL MEGWAL","Under examination of SEIAA - Processed offline","EC",NA
"7271",7,"SIA/RJ/MIN/38973/2016","","Narhera Masonry Stone Mine Of 
(M.L.No. 51/2009)","MS KRISHNA STONE CRUSHER AND SUPPLIERS","TransferToDEIAA","EC",NA
"7272",8,"SIA/RJ/MIN/40658/2016","","NEW TATER MALA LIMESTONE Q.L. AERA (PLOT NO.-127)","MR KAILASH CHANDRA","Under examination of SEIAA - Processed offline","EC",NA
"7273",3,"SIA/RJ/MIN/216269/2021","15501","“China Clay  (Minor Mineral) Mining Project” [Reference No.-20211000032534] at Near Village-Tangla, Tehsil- Jayal & District – Nagaur (Rajasthan) over an area of 2.7494 Hectare with proposed Production Capacity of 2,10,990 TPA (ROM) by Sh. Bhanwar La","SH. BHANWAR LAL  S/O SHRI GANESH RAM","EC Granted","EC",NA
"7274",4,"SIA/RJ/MIN/216413/2021","15492","Shri Mulchand Sukhpura A Badhai Sand Stone Mining Project (QL No. 18)","SHRI MULCHAND","EC Granted - Processed offline","EC",NA
"7275",5,"SIA/RJ/MIN/38561/2019","12204","LAKHERI LIMESTONE (BURNING) MINE","MOHD HUSSAIN POA ANAS ALI","Delisted","EC",NA
"7276",8,"SIA/RJ/MIN/245041/2021","16160","Quartz, Murram & Ordinary Earth Mining Project, Ref. No. 20211000036509","TAPESH BAMANIYA","EC Granted","EC",NA
"7277",9,"SIA/RJ/MIN/70418/2020","16934","M/S ADVANTIS QUARTZ LLP [QUARTZ MINING PROJECT IN CLUSTER, M.L. NO. 22/2019, REF. NO. 2019100008521, LEASE AREA-1.0713 HA., PRODUCTION CAPACITY - 74084 TPA  (ROM) CLUSTER PRODUCTION CAPACITY -  694587 TPA (ROM), NEAR VILLAGE– KARADA, TEHSIL-SAGWARA, DISTRICT – DUNGARPUR (RAJ.)","M/S ADVANTIS QUARTZ  PVT. LTD.","Delisted","EC",NA
"7278",10,"SIA/RJ/MIN/265067/2022","16530","“Granite Mining Project, Ref No.-20211000046651”","KALYAN GRANITES","EC Granted","EC",NA
"7279",4,"SIA/RJ/MIN/193881/2021","16812","Transfer of EC & Expansion of Production capacity mentioned in earlier granted Environment Clearance for China Clay , Yellow Ochre, Quartz & Red Ochre (Minor Mineral) Mining Project [i.e. From 23338 TPA to 191070 TPA (ROM)] )   { Saleable Mineral - 1","SHRI KRISHNA MINES","EC Granted","EC",NA
"7280",5,"SIA/RJ/MIN/228304/2021","15920","Granite Mining Project, M.L. No. 20/2021","M/S NORTH MINES","EC Granted","EC",NA
"7281",7,"SIA/RJ/MIN/54542/2016","","SANDSTONE MINING PROJECT (Q.L. No. 1776)
(BHOMIYA JI KA THAN Q.L. BOUNDARY)","SHRI OMA","Under examination of SEIAA - Processed offline","EC",NA
"7282",8,"SIA/RJ/MIN/57298/2016","","Feldspar & Quartz Mining Project
M.L. No. 14/2004
N/v Rajpura 
Tehsil Asind 
Distt. Bhilwara 
Area 4.92 Hect","NAKODA MINERALS","Under examination of SEIAA - Processed offline","EC",NA
"7283",9,"SIA/RJ/MIN/57299/2016","","SAND STONE MINING PROJECT
KHATADARI Q.L. NO. 04
NEAR VILLAGE NAYANAGAR
TEHSIL BIJOLIYA 
DISTT. BHILWARA","MANISH AGRAWAL","Under examination of SEIAA - Processed offline","EC",NA
"7284",10,"SIA/RJ/MIN/57300/2016","","Chotkiyon Ki Dhani Masonary Stone Mine ( M.L. No.74/2009)","SHRI TARACHAND GURAJAR","Under examination of SEIAA - Processed offline","EC",NA
"7285",2,"SIA/RJ/MIN/39333/2016","","Siyakra Granite Mining Project(M.L. No. 182/2011) Area 1.785 Hect.","SHANTI LAL","TransferToDEIAA","EC",NA
"7286",3,"SIA/RJ/MIN/39365/2016","","Shitla ka Chora Patti Katla Quarry Licence Area (Q.L. No-67)","SH PRAKASH BHIL","Under examination of SEIAA - Processed offline","EC",NA
"7287",6,"SIA/RJ/MIN/217060/2021","15439","Chatwara Masonry Stone Mine (M.L. NO.: 229/1997)","MANGI LAL SON OF KHANGAR RAM","EC Granted - Processed offline","EC",NA
"7288",7,"SIA/RJ/MIN/217034/2021","15438","Chatwara Masonry Stone Mine (M.L. NO.: 224/1997)","KRISHAN KUMAR SON OF CHATRA RAM","EC Granted - Processed offline","EC",NA
"7289",1,"SIA/RJ/MIN/245151/2021","16780","“China Clay (Minor Mineral) Mining Project” (M.L.No.-15/2018,Area –1.68 Ha.) with Production capacity is 50,000 TPA (ROM){Saleable-45,000 TPA & Waste- 5,000 TPA },N/v- Pateli, Tehsil-Jayal& District- Nagaur (Raj.) by Sh. Kushal Ram.","KUSHAL RAM","EC Granted","EC",NA
"7290",2,"SIA/RJ/MIN/262248/2022","16587","Shri Shreyansh Jain Granite (Minor mineral) Mining Project, Ref. No. 20211000041800, with Proposed Production capacity-4,00,000 TPA (ROM) Near Village – Kolar, Tehsil-Desuri, District - Pali, Rajasthan over an area – 3.8088 Hectare","SHREYANSH JAIN","Rejection Letter Granted","EC",NA
"7291",3,"SIA/RJ/MIN/288128/2022","","Proposed Masonry  Stone Mining Project, Plot no- 49 Area;-1.00 ha., Khasara No. 1198 , Near village- Gardana, Tehsil- Bhadesar, Dist.- Chittorgarh (Raj) of Applicant M/s Adonis Tradelinks Pvt.Ltd,","ADONIS TRADELINKS PRIVATE LIMITED","Delisted","EC",NA
"7292",6,"SIA/RJ/MIS/209317/2021","584","Development of Proposed Medical College  District – Nagaur, Rajasthan Medical Education Department, Government of Rajasthan","MEDICAL EDUCATION DEPARTMENT, GOVERNMENT OF RAJASTHAN","EC Granted - Processed offline","EC",NA
"7293",7,"SIA/RJ/MIN/56086/2016","","QL NO 758 SMT KAILASH KANWAR BHOMIYA JI KA THAN SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"7294",8,"SIA/RJ/MIN/53658/2016","","sojatkhandapatikatlaqlno70","SHYAMLALJI","Under examination of SEIAA - Processed offline","EC",NA
"7295",6,"SIA/RJ/MIN/95061/2019","11404","Masonry Stone Mine","SHRI ARUN KUMAR","Delisted","EC",NA
"7296",9,"SIA/RJ/MIN/216418/2021","15429","Shri Jagdish Chandra Sukhpura-A (Badhai) Sandstone Mining Project (Q.L No.- 19)","SHRI JAGDISH CHANDRA","EC Granted - Processed offline","EC",NA
"7297",10,"SIA/RJ/MIN/92903/2019","11347","Keriya Granite & Masonary Stone Mine (M.L. No. 64/2008)","MS SHRI MATESHWARI GRANITE","EC Granted - Processed offline","EC",NA
"7298",1,"SIA/RJ/MIN/53659/2016","","sojatkhandapattiolarea84","SHYAMLALJI","Under examination of SEIAA - Processed offline","EC",NA
"7299",2,"SIA/RJ/MIN/57098/2016","","QL NO 119 SHRI THANARAM (KHUMAN) SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"7300",5,"SIA/RJ/MIN/92725/2019","11406","M/s Shreya Minerock  Pvt. Ltd Indrapura Granite Mining Project (Plot No. 32/2017)","M/S SHREYA MINEROCK PVT. LTD.","EC Granted - Processed offline","EC",NA
"7301",6,"SIA/RJ/MIN/92726/2019","11332","MALA GRANITE APPLIED ML AREA ML 04/2018","HARJIRAM MANGILAL","EC Granted - Processed offline","EC",NA
"7302",7,"SIA/RJ/MIN/271446/2022","16853","Sand Stone Mining Project ML. No. 787/2003","HARIOM SINGH AND BROTHERS","Delisted","EC",NA
"7303",1,"SIA/RJ/MIN/214172/2021","15363","Juni Aati Masonry Stone Mining Project, Plot No. 103","M/S TAN SINGH CHOUHAN","EC Granted - Processed offline","EC",NA
"7304",2,"SIA/RJ/MIN/224702/2021","15739","M/s Kajod Mal Jat Masonry Stone Mining Project, Plot No.- 76, Area – 2.20 Ha., Near Village- Rampura Dabla,Picholiya, Tehsil– Pisangan, District– Ajmer(Rajasthan)","M/S KAJOD MAL JAT","Rejection Letter Granted","EC",NA
"7305",3,"SIA/RJ/MIN/224741/2021","1596","Shri Shiv Lal Dhakad, Sadaram Ji Ka Khera Sandstone Mining Project (Q.L. No. – 1/2020)","SHRI SHIV LAL DHAKAD","EC Granted","EC",NA
"7306",4,"SIA/RJ/MIN/187033/2020","14694","M/s Bayan Maa Minerals Nichli miyari Quartz & Feldspar Mining project  (M.L No.- 98/2012)","M/S BAYAN MAA MINERALS","EC Granted - Processed offline","EC",NA
"7307",5,"SIA/RJ/MIN/156533/2020","14051","Dr. Gita Choudhary Salari Granite Mining Project (Plot No. 48, M.L No. 09/2020)","DR. GITA CHOUDHARY","EC Granted - Processed offline","EC",NA
"7308",6,"SIA/RJ/MIN/37344/2019","11980","Marble Mine","OMPRAKASH SIRVI","Delisted","EC",NA
"7309",7,"SIA/RJ/MIN/239308/2021","17194","Juni Aati Masonry Stone Mining Project, Plot No. 100","M/S. JAIN STONE","WithdrawEC","EC",NA
"7310",8,"SIA/RJ/MIN/252303/2022","16032","Masonary stone Mining Lease (Ref No. 20211000048997, STP Area 0.93 ha) at Khasra No. 753, village- Chainpura, Tehsil- Lohawat, District- Jodhpur (Raj) of M/s JK Construction Company","KULDEEP GEHLOT","EC Granted","EC",NA
"7311",9,"SIA/RJ/MIN/273322/2022","16925","M/s K.K. Gupta Construction Pvt. Ltd. Granite Mining Project,(Plot No.122/2021)","K K GUPTA CONSTRUCTIONS PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"7312",10,"SIA/RJ/MIN/8854/2013","","EC for the proposed Kishanpura main Gypsum Mine Belongs to FCI Aravali Gypsum&Mineral India Ltd.(FAGMIL) at village Kishanpura Main, Tehsil-Suratgarh, Dist.- Sriganganagar Rajasthan for mining of mineral gypsum at the tune of 1,00,000 TPA","FCI ARAVALI GYPSUM AND MINERALS INDIA LTD","Under examination of SEIAA - Processed offline","EC",NA
"7313",4,"SIA/RJ/MIN/255992/2022","16156","M/s Natural Silica L.L.P. Quartz Mining Project (ML No.- 09/2021, REF. No-20211000041512)","NATURAL SILICA LLP","EC Granted","EC",NA
"7314",6,"SIA/RJ/MIN/43987/2019","12770","Masonary Stone Mining Project, (M.L. No. 58/2001)","MAAN SINGH SON OF SUJAN SINGH","EC Granted - Processed offline","EC",NA
"7315",3,"SIA/RJ/MIN/277876/2022","17612","M/s Natural Granite mining project for Mining of Granite(Minor Mineral) Ref. No.- 20221000050137 & Khasra No.- 3255/506 & 505over an area – 1.0304Hectare located Near Village-Bijwar, Tehsil–Deoli, District – Tonk (Rajasthan) with proposed Production","NATURAL GRANITES","WithdrawEC","EC",NA
"7316",4,"SIA/RJ/MIN/277989/2022","17141","M/s Rajwadi Enterprises, Sandstone & Khanda (Masonary Stone) Mining Project (Plot No.59)","VIRENDRA SINGH","EC Granted","EC",NA
