"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"3952","SIA/MH/MIS/251230/2022","SIA/MH/MIS/251230/2022","MAHINDRA HOLIDAY RESORT at Village Undi & Chapheri, Tal. Dist. Ratnagiri by M/s. Mahindra Holidays & Resorts India Ltd.","M/S. MAHINDRA HOLIDAYS & RESORTS INDIA LTD.","EC Granted","EC",NA
"3953","SIA/MH/MIN/250780/2022","SIA/MH/MIN/250780/2022","Chikmoh Sand Ghat","DMO WARDHA","EC Granted","EC",NA
"3954","SIA/MH/MIS/250897/2022","SIA/MH/MIS/250897/2022","Imperium Gateway","M/S GERA DEVELOPMENTS PVT LTD","EC Granted","EC",NA
"3955","SIA/MH/MIN/243348/2021","SIA/MH/MIN/243348/2021","Environmental Clearance for proposed river bed Sand mining having lease area 1.14Ha of  Shiwara Bhag-1 (Antora Pend) sand ghat on Wardha River","DISTRICT MINING OFFICER,AMRAVATI","EC Granted","EC",NA
"3956","SIA/MH/MIS/266328/2022","SIA/MH/MIS/266328/2022","Proposed residential development project at Village Khanavale, Taluka Panvel, District Raigad Maharashtra.","POWER GRID SANKALP COOPERATIVE HOUSING SOCIETY LTD","Delisted","EC",NA
"3957","SIA/MH/MIN/284837/2022","SIA/MH/MIN/284837/2022","Stone Quarry proposal of Shri. Pradyuman Kumar J. Trivedi (Owner and Lessee) located at Survey/ Gat No.: 607, 608, 609, 610, 611 Area: 8.84 Ha, Land type: Pvt.Land (Non- Forest), Mouza: Karwahi, Tal: Ramtek, Dist: Nagpur, State: Maharashtra.","PRADYUMAN KUMAR TRIVEDI","Delisted","EC",NA
"3958","SIA/MH/MIN/410447/2022","SIA/MH/MIN/410447/2022","Environment Clearance for Bhojapur Sand Ghat over an extent of 3.0 ha at Wainganga River Bed Gut No. 230(A), 231, 232, 245, 233, 234, 235, Village Bhojapur, Tehsil Pauni, District Bhandara, Maharashtra","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"3959","SIA/MH/MIN/410466/2022","SIA/MH/MIN/410466/2022","Environmental Clearance for Nilaj Khu Sand Ghat over an extent of 3.91 ha. at Wainganga River bed Gut No. 154 part, 220, Village Nilaj Khu, Tehsil Mohadi, District Bhandara, Maharashtra","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"3960","SIA/MH/MIN/409644/2022","SIA/MH/MIN/409644/2022","Minor Mineral  STONE & MURRUM QUARRY PROJECT,Lease Area: 2.00 Ha, Survey/Gat No.: 264/1/A/3 (Part)","GANESH KOTKAR","ADS by SEAC","EC",NA
"3961","SIA/MH/MIN/410498/2022","SIA/MH/MIN/410498/2022","Puntamba 3 Sand Ghat , Godavari River , Nearest Gut No. - 14,15 , Tq. Rahata , Dist. Ahmednagar , Area - 2.28 , Brass - 4028","VASEEM SAYED","EC Granted","EC",NA
"3962","SIA/MH/NCP/64134/2017","","Proposed Residential Scheme at S.no. 12 (P), Talegaon Dabhade by Pune Housing and Area Development (MHADA)","MHADA PUNE","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3963","SIA/MH/MIN/419263/2023","SIA/MH/MIN/419263/2023","Environmental Clearance for Basalt Stone Mining Project (Area 1.05 ha) at Gut No. 203/5/B (Part), Village Wadi BK., Taluka Shirpur, District Dhule, Maharashtra by Shri. Shrikant Pramod Choudhari.","SHRIKANT CHAUDHARI","Agenda Uploaded by SEAC","EC",NA
"3964","SIA/MH/NCP/72317/2018","","Residential & Commercial project by M/s. Xrbia Developers Ltd.","XRBIA DEVELOPERS LTD.","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3965","SIA/MH/NCP/89528/2018","","Environment Clearance for proposed 'Residential project' at S. No. 38/1A/A/1+ S. No. 44, Village- Kharadi, Taluka-Haveli,
Dist. Pune, Maharashtra.","NAGPAL LANDMARKS","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3966","SIA/MH/NCP/63676/2017","SEIAA/2017/III/CR-202/TC-3","Residential Cum Commercial Project By Pragati Realty","PRAGATI REALTY","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3967","SIA/MH/IND2/57733/2020","SIA/MH/IND2/57733/2020","Shri Dudhganga Vedganga Sahakari Sakhar Karkhana Ltd. (SDVSSKL),","SHRI DUDHGANGA VEDGANGA SAHAKARI SAKHAR KARKHANA LIMITED","EC Granted","EC",NA
"3968","SIA/MH/MIN/187359/2020","SIA/MH/MIN/187359/2020","Proposed stone quarry by Mohanrao Chandrakant Lad At Gat No. 147, Village Karanje turf Parali, Taluka Satara, District Satara","MOHANRAO CHANDRAKANT LAD","EC Granted","EC",NA
"3969","SIA/MH/MIS/230227/2021","SIA/MH/MIS/230227/2021","Sun City Ambegaon","MITTAL PROJECTS","WithdrawEC","EC",NA
"3970","SIA/MH/MIS/231946/2021","SIA/MH/MIS/231946/2021","“Business Empire and Imperio Tower” Project by M/s Sai Midas Realties","SAI MIDAS REALTIES","Rejection Letter Granted","EC",NA
"3971","SIA/MH/MIN/30577/2015","SEIAA/2015/I/CR76/TC-3","Chandsar bk Sand Ghat Auction","COLLECTOR JALGAON","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3972","SIA/MH/MIS/247952/2021","SIA/MH/MIS/247952/2021","Environmental Clearance for proposed building “Balaji Exotica” on plot bearing on S.No. 16, H. No. 8/2 at village Chikanghar, Taluka- Kalyan, Thane. By M/s. Balaji World.","GUL PANJWANI","Delisted","EC",NA
"3973","SIA/MH/MIN/249307/2021","SIA/MH/MIN/249307/2021","Environmental Clearance for proposed river bed Sand mining having lease area 4.50 Ha of Pujaritola (Kasa)  Sand ghat on Wainganga River","DISTRICT MINING OFFICER,GONDIA","EC Granted","EC",NA
"3974","SIA/MH/MIS/267722/2022","SIA/MH/MIS/267722/2022","Proposed Project at Mundhawa, Pune by M/s White Horse Infra LLP","WHITEHORSE INFRA LLP","EC Granted","EC",NA
"3975","SIA/MH/MIS/73511/2022","SIA/MH/MIS/73511/2022","","NARANG REALTY PRIVATE LIMITED","EC Granted","EC",NA
"3976","SIA/MH/MIS/81039/2009","SIA/MH/MIS/81039/2009","","NIRMAL LIFESTYLE (KALYAN) PVT. LTD.","Delisted","EC",NA
"3977","SIA/MH/MIS/288813/2022","SIA/MH/MIS/288813/2022","Antonia The Sky Villa Residential Development by Radheya Constructions and Developers Through Proprietor Mr. Ravi Mahajan","RAVI MAHAJAN","EC Granted","EC",NA
"3978","SIA/MH/MIN/140057/2020","SIA/MH/MIN/140057/2020","Stone Quarry","SHRI. PRAMOD NAMDEO SONAWANE","EC Granted","EC",NA
"3979","SIA/MH/MIS/275170/2022","SIA/MH/MIS/275170/2022","Proposed Project by Triaa Cityscapes LLP at Kondhwa","TRIAA CITYSCAPES LLP","EC Granted","EC",NA
"3980","SIA/MH/MIS/276048/2022","SIA/MH/MIS/276048/2022","“Leverage Green Heights”","LEVERAGE REALITIES","EC Granted","EC",NA
"3981","SIA/MH/INFRA2/409293/2022","SIA/MH/INFRA2/409293/2022","Amendment & Expansion in EC for Residential cum Commercial project “Tokyo Bay” at S. No. 20/1/B, 20/2/B/1/B, 20/2/B/2, 21/9, 21/11A, 22/1, 22/5, 23/2/1, 23/3/1, 23/4 at village Vadavali, Thane (W), Tal. & Dist. Thane, Maharashtra by SAI PUSHP ENTERPRISES.","SAI PUSHP ENTERPRISES","ADS by SEIAA","EC",NA
"3982","SIA/MH/MIN/408957/2022","SIA/MH/MIN/408957/2022","Met Chandrachi Stone Quarry","MANOHAR DATTATRAY BIDWE","Deferred by SEAC","EC",NA
"3983","SIA/MH/INFRA2/421379/2023","SIA/MH/INFRA2/421379/2023","Proposed Amendment/Expansion in EC for the development of Residential cum Commercial project on plot bearing FP Nos. 410 & 412 Panchpakhadi, Almeida Road, Thane (West) by M/s. RAJSHILA CONSTRUCTION LLP formerly known as M/s. RAJSHILA CONSTRUCTION PVT. LTD.","RAJSHILA CONSTRUCTION LLP","Request for withdraw","EC",NA
"3984","SIA/MH/MIN/407120/2022","SIA/MH/MIN/407120/2022","Nilaj Sand Spot","VANDANA MASKE","EC Granted","EC",NA
"3985","SIA/MH/IND2/66197/2002","SIA/MH/IND2/66197/2002","Proposed Brownfield Project Of Manufacturing SSP (300 MTPD) and GSSP (200 MTPD) Fertilizer","CLASSONE AGRO BIOTECH AND FERTILIZERS PVT. LTD.","EC Granted","EC",NA
"3986","SIA/MH/IND2/161904/2020","SIA/MH/IND2/161904/2020","SNA Healthcare Pvt. Ltd","SNA HEALTHCAREPVT LTD","EC Granted","EC",NA
"3987","SIA/MH/MIN/163969/2020","SIA/MH/MIN/163969/2020","Environmental Clearance for proposed river bed Sand mining having lease area 0.4 Ha (0.988 acre) of Chandola sand ghat on Purna River","DISTRICT MINING OFFICER,AMRAVATI","Rejection Letter Granted","EC",NA
"3988","SIA/MH/MIN/161301/2020","SIA/MH/MIN/161301/2020","Manhegaon River Bed Sand Mining Project","DISTRICT MINING OFFICER, CHANDRAPUR","EC Granted","EC",NA
"3989","SIA/MH/MIN/154281/2020","SIA/MH/MIN/154281/2020","Watkhed Bu. Sand Ghat","DMO YAVATMAL","EC Granted","EC",NA
"3990","SIA/MH/MIS/207550/2021","SIA/MH/MIS/207550/2021","Proposed Residential & Commercial project at Survey No. 214( P), Village- Ravet, Pune by  M/s Sameer Builders","M/S SAMEER BUILDERS","Delisted","EC",NA
"3991","SIA/MH/MIN/246934/2021","SIA/MH/MIN/246934/2021","Environmental Clearance for Proposed river bed Sand mining having lease area of 1.65 Ha  of Hingnabalapur sandghat on Purna River","COLLECTOR OFFICE BULDANA","EC Granted","EC",NA
"3992","SIA/MH/MIS/70308/2018","SIA/MH/MIS/70308/2018","Residential cum Commercial Project","ANIL R GUPTA","EC Granted","EC",NA
"3993","SIA/MH/MIN/258465/2022","SIA/MH/MIN/258465/2022","SHRI. MALHARI FAKKAD MALGUNDE SHIMATI KAVITA DIPAK MALGUNDE AND SHRIMATI SWATI MALHARI MALGUNDE","MALHARI MALGUNDE","EC Granted","EC",NA
"3994","SIA/MH/MIN/417201/2023","SIA/MH/MIN/417201/2023","Kavadgaonthadi Sand Spot","COLLECTOR BEED","EC Granted","EC",NA
"3995","SIA/MH/INFRA2/418073/2023","SIA/MH/INFRA2/418073/2023","TEACHING HOSPITAL at Medical College Campus by Dr. D.Y. PATIL VIDYAPEETH SOCIETY","DR D Y PATIL VIDYAPEETH SOCIETY","Deferred by SEAC","EC",NA
"3996","SIA/MH/INFRA2/418510/2023","SIA/MH/INFRA2/418510/2023","“Ganesh Paradise” by Ganesh Associates at Gat No. 1602,1603 & 1604 Chikhali, Taluka - Haveli, District- Pune","GANESH  ASSOCIATES","Agenda Uploaded by SEIAA","EC",NA
"3997","SIA/MH/INFRA2/418812/2023","SIA/MH/INFRA2/418812/2023","Proposed Slum Development Scheme namely “SRA Vitthal Nagar”By  M/s. Sai Miracle Developers at Survey No. 100 (Part), C.T.S. No. 6613/3 (P), Vitthal Nagar, Pimpri Chinchwad, Taluka Haveli, Pune","SAI MIRACLE DEVELOPERS","Agenda Uploaded by SEAC","EC",NA
"3998","SIA/MH/INFRA2/419052/2023","SIA/MH/INFRA2/419052/2023","Proposed Expansion for Agarwal Nagar, Plot no. 596-598, Plot CTS No. 691/10, 698/10, 699/10 of Dadar - Matunga eastern Agarwal Nagar on Dr. B.A. Road, Matunga East, Mumbai by M/s. Eskays Land Developers Private Limited","ESKAYS LAND DEVELOPERS PRIVATE LIMITED","EC Granted","EC",NA
"3999","SIA/MH/MIN/260175/2022","SIA/MH/MIN/260175/2022","Environmental Clearance for proposed river bed Sand mining having lease area 4.50 Ha of Arsoda sand ghat on Wainganga River","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"4000","SIA/MH/MIN/259533/2022","SIA/MH/MIN/259533/2022","Environmental clearance for proposed river bed sand mining having lease area 4.94 Ha of Kondhala Mendha Sand ghat Wainganga river.","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"4001","SIA/MH/MIN/411700/2022","SIA/MH/MIN/411700/2022","Environmental Clearence for Wattekar Sand Ghat over an extent of 1.10 ha at Chulband River Bed Gut No. 10 part, 11, Village Wattekar, Tehsil Sakoli, District Bhandara, Maharashtra.","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"4002","SIA/MH/MIN/264483/2022","SIA/MH/MIN/264483/2022","Gondeda Sand Ghat","DISTRICT MINING OFFICER, CHANDRAPUR","Rejection Letter Granted","EC",NA
"4003","SIA/MH/MIN/405394/2022","SIA/MH/MIN/405394/2022","Environmental Clearance for the stone quarry of Shri. Utkarsh Suppliers tarfe Shri. Jagannath Dnyandev More","JAGANNATH MORE","Deferred by SEAC","EC",NA
"4004","SIA/MH/MIN/404999/2022","SIA/MH/MIN/404999/2022","Environment Clearance for stone quarry of Dattatray Pandurang Ukarde, Rameshwar Natha Dhadge, Sudhakar Prabhakar Gaikwad, Santosh Punjaram Bagal, Sandip Gautamchand Surana","DATTATRAY UKARDE","Under examination of SEIAA after SEAC","EC",NA
"4005","SIA/MH/MIN/405641/2022","SIA/MH/MIN/405641/2022","Environmental Clearance for Basalt Stone Mining Project (Area 1.86 ha) at Gut No. 27 Part, Village Bramhandari, Taluka Barshitakli, District Akola, Maharashtra by Shri. Yogesh Vasantrao Saoji.","YOGESH SAOJI","EC Granted","EC",NA
"4006","SIA/MH/MIN/404599/2022","SIA/MH/MIN/404599/2022","Shri. Balasaheb Rajaram Kand","BALASAHEB KAND","ADS by SEAC","EC",NA
"4007","SIA/MH/MIN/417957/2023","SIA/MH/MIN/417957/2023","Stone quarry proposal of Shri Appaso Annu Chougule, Gut No-53 Part Village Khanderajuri, Ta-Miraj, Dist- Sangli","APPASAHEB CHOUGULE","Under examination of SEAC","EC",NA
"4008","SIA/MH/MIN/424014/2023","SIA/MH/MIN/424014/2023","Environmental Clearance for the Stone Quarry of Shri. Shashikant Madhavrao Gade & Sou. Sunita Subhash Gade","SHASHIKANT GADE","Under examination of SEAC","EC",NA
"4009","SIA/MH/MIN/423612/2023","SIA/MH/MIN/423612/2023","Environment Clearance for Basalt Stone Mining Project (Area 2.43 ha) at Gut No. 28, Village Masod, Taluka Amravati, District Amravati, Maharashtra by MIC Stone Industry (Shri. Nasir Yusuf Khan.)","NASIR KHAN KHAN","Agenda Uploaded by SEAC","EC",NA
"4010","SIA/MH/INFRA2/404315/2022","SIA/MH/INFRA2/404315/2022","Proposed Expansion in the Development of Exhibition cum Convention Centre, Hotel and IT Park at Plot. No 223A/1A, 223/1, 225, 239A, 240, 241, 241/1 to 6, 242B, 243A and 248A, Goregaon (East), Mumbai-400063 by M/s. Nesco Ltd.","NESCO LIMITED","Under examination of SEIAA after SEAC","EC",NA
"4011","SIA/MH/IND1/404317/2022","SIA/MH/IND1/404317/2022","Regularization of Manufacturing Capacities of Existing  Cold Rolling Complex facilities","M/S. ARCELORMITTAL NIPPON STEEL INDIA LIMITED","Delisted","EC",NA
"4012","SIA/MH/MIN/404889/2022","SIA/MH/MIN/404889/2022","Karla bu.-2  Sand Spot","KUSHALSINH PARDESHI","EC Granted","EC",NA
"4013","SIA/MH/INFRA2/407991/2022","SIA/MH/INFRA2/407991/2022","Environment Clearance for proposed development of residential buildings under “Pradhan Mantri Awas Yojna (PMAY)” on PMAY plot as per UDCPR 2020 on land bearing S. No. 170/B, 170/2A/1, 170/2A/2, 170/2A/3, 172/1B at village Poladpur, Taluka Poladpur, Dist. Raigad Maharashtra – 402 303.","AMI REALTY DEVELOPERS LLP","EC Granted","EC",NA
"4014","SIA/MH/MIN/160027/2020","SIA/MH/MIN/160027/2020","Dighori/Mothi sand spot over an extent of 2.0 ha. at Chulbandh River Bed Gut. No. 245, 235, 232/1, 232/2, 225/1 A, 225/1 B, 225/2, 225/3 & 225/4 , Dighori/Mothi Village, Lakhandur Taluka, Bhandara dis","OFFICE OF THE COLLECTORATE, BHANDARA","EC Granted","EC",NA
"4015","SIA/MH/MIN/161445/2020","SIA/MH/MIN/161445/2020","Usharala Chak River Bed Sand Mining Project","DISTRICT MINING OFFICER, CHANDRAPUR","EC Granted","EC",NA
"4016","SIA/MH/MIS/231500/2021","SIA/MH/MIS/231500/2021","proposed Residential building at plot bearing C. S. No.296, of Tardeo Division, Junction of Tukaram Javji & Javji Dadaji Marg Mumbai – 400007","VERAIN COMMERCIALS LLP_","EC Granted","EC",NA
"4017","SIA/MH/MIS/229873/2021","SIA/MH/MIS/229873/2021","Proposed Residential Development at village wakadi, taluka panvel, district raigad","VISHESH GREENSCAPE LLP","EC Granted","EC",NA
"4018","SIA/MH/MIN/208802/2021","SIA/MH/MIN/208802/2021","Proposed stone quarry by Baba Raghu Tambe At Gat No. 79(P), Village Bhavadi, Taluka Haveli, District Pune","BABA RAGHU TAMBE","Delisted","EC",NA
"4019","SIA/MH/INFRA2/410622/2022","SIA/MH/INFRA2/410622/2022","Residential Development","WHITE PROPERTIES","WithdrawEC","EC",NA
"4020","SIA/MH/MIN/410378/2022","SIA/MH/MIN/410378/2022","Mahegaon Deshmukh 2, Godavari River , Nearest Gut No. 5 ,  Tq. Kopargaon , Dist. Ahmednagar, Area - 3.15 , Brass -11131","VASEEM SAYED","EC Granted","EC",NA
"4021","SIA/MH/MIN/427609/2023","SIA/MH/MIN/427609/2023","Shri. Vikas Chandrakant Hadkar","SHRI. VIKAS CHANDRAKANT HADKAR","Agenda Uploaded by SEAC","EC",NA
"4022","SIA/MH/INFRA2/425494/2023","SIA/MH/INFRA2/425494/2023","Proposed Residential Project with Shopline under Slum Rehabilitation Scheme at C.S. No. 1D / 716 At Village Ghodapdeo, Mumbai 400033 by M/s. R R Builders.","RUPAREL REALTY PVT. LTD.","Request for withdraw","EC",NA
"4023","SIA/MH/MIN/428235/2023","SIA/MH/MIN/428235/2023","Shri. Sudhir Sitaram Bhingarde","SUDHIR BHINGARDE","Under examination of SEAC","EC",NA
"4024","SIA/MH/INFRA2/428797/2023","SIA/MH/INFRA2/428797/2023","Proposed Residential and Commercial Development at Village: Gandhare, Taluka: Kalyan and District: Thane","VINAYAK DEVELOPERS","Under examination of SEAC","EC",NA
"4025","SIA/MH/INFRA2/430272/2023","SIA/MH/INFRA2/430272/2023","Proposed Residential and Commercial project located at S.NO. 210/211/1, Village- Wakad, Tal- Mulshi, Dist- Pune Maharashtra by M/s. Sunguard Builders LLP.","SUNGUARD BUILDERS LLP","Accepted By SEAC","EC",NA
"4026","SIA/MH/INFRA2/431137/2023","SIA/MH/INFRA2/431137/2023","Proposed Residential & Commercial Project at Sr No. 56/4/2, 56/13/2/1, Kondhwa Budruk, Taluka – Haveli, Pune by M/s. Kusuma Developers","MAHENDRA OSWAL","Accepted By SEAC","EC",NA
"4027","SIA/MH/INFRA2/428225/2023","SIA/MH/INFRA2/428225/2023","""Proposed composite Redevelopment of Building “Golden Residency” On Property Bearing C.S. No. 27,28, 29, 32, 34 & 35 Of Byculla Division, 'E' Ward, bearing Cess. No. / Ward No. E-776 and E- 769 To 774, E-1089 To 1091,& E-1086 To 1088 At Bapty Road & 1st. Street At Kamatipura, Mumbai - 400 008 project by M/s. Golden Realty","GOLDEN REALTY","Under examination of SEAC","EC",NA
"4028","SIA/MH/MIN/32229/2015","SEIAA/2015/I/CR372/TC-3","Pimpri Sand Ghat Auction","COLLECTOR JALGAON","Disposed through earlier site ec-ecmpcb-in","EC",NA
"4029","SIA/MH/MIS/233667/2021","SIA/MH/MIS/233667/2021","""Tranquility Annexe"" Residential construction  project","K & B ASSOCIATES","EC Granted","EC",NA
"4030","SIA/MH/MIN/236096/2021","SIA/MH/MIN/236096/2021","Yevti-1 sand Ghat","DISTRICT MINING OFFICER WASHIM","EC Granted","EC",NA
"4031","SIA/MH/MIN/238818/2021","SIA/MH/MIN/238818/2021","Stone quarry proposal of Mr. Kiran Subhash Kalkutagi & Mihir Milind Khillare, over an extent of area 2.00 Ha. at Gat No. 604 (P),  Village- Borgaon, Tal-Kavatemahankal, District- Sangli","MR. KIRAN SUBHASH KALKUTAGI & MIHIR MILIND KHILLARE","EC Granted","EC",NA
"4032","SIA/MH/MIN/270926/2022","SIA/MH/MIN/270926/2022","Shri. Swapnil Yashwant Gawali  Shri. Sandip Yashwant Gawali","SANDIP GAVALI","EC Granted","EC",NA
"4033","SIA/MH/CMIN/76968/2019","SIA/MH/CMIN/76968/2019","Proposed 1.5 MTPA Wet Coal Washery by M/s Vimla Infrastructure (India) Pvt. Ltd","VIMLA INFRASTRUCTURE INDIA PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"4034","SIA/MH/MIN/280469/2022","SIA/MH/MIN/280469/2022","Proposed Stone Quarry Located at Survey/ Gut No.: 32/B (P) Mouza: Bhatambari, Tal.: Tuljapur, Dist: Osmanabad by Shri. Shivaji Jotiba Gore","SHIVAJI GORE","EC Granted","EC",NA
"4035","SIA/MH/MIS/280807/2022","SIA/MH/MIS/280807/2022","Proposed Residential Site “Aura Waters”, Sr No. 10/1 and Sr No. 13, Vadgaon Budruk, Pune – 411041 by M/s. Ranawat Properties","M/S RANAWAT PROPERTIES","EC Granted","EC",NA
"4036","SIA/MH/MIS/281688/2022","SIA/MH/MIS/281688/2022","Environmental Clearance for proposed Expansion in Residential cum Commercial project under SRA Schemes on plot bearing C.T.S. No. 163 – A/2 (Pt.) of Village Akurli, Hanuman Nagar, Kandivali East, Mumbai, Maharashtra by M/s. Radheshyam Developers.","RADHESHYAM DEVELOPERS","EC Granted","EC",NA
"4037","SIA/MH/MIN/411529/2022","SIA/MH/MIN/411529/2022","Environmental Clearance for proposed Mahalgoan-2 Sand Ghat (3 ha) At -Gut No. 171,215 Mahalgoan-2, Tal. Gondia","DISTRICT MINING OFFICER,GONDIA","EC Granted","EC",NA
"4038","SIA/MH/MIN/410689/2022","SIA/MH/MIN/410689/2022","Environment Clearance for Marhegaon Sand Ghat over an extent of 2.45 ha at Chulbandh River Bed Gut No. 405, 406, 407, 408/1, 408/2, 410, 467/1, 467/2, 467/3, Village Marhegaon, Tehsil Lakhani, District Bhandara, Maharashtra","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"4039","SIA/MH/MIN/411597/2022","SIA/MH/MIN/411597/2022","Environmental Clearance for proposed Deori Sand Ghat (2.24ha) At -Gut No. 881, 320 Deori, Tal. Gondia","DISTRICT MINING OFFICER,GONDIA","EC Granted","EC",NA
"4040","SIA/MH/MIN/410542/2022","SIA/MH/MIN/410542/2022","Environmental Clearance for Mundhri Bu Sand Ghat over an extent of 3.50 ha. at Wainganga River bed Gut No. 463 part, 468, 464 part, Village Mundhri Bu, Tehsil Mohadi, District Bhandara, Maharashtra","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"4041","SIA/MH/MIS/70708/2018","SIA/MH/MIS/70708/2018","Application for proposed expansion in Commercial project “SEZ-IT/ITES” at plot bearing S. No. 128 (P),129 (P),130(P), 131 (P) of Village-Hinjewadi, Taluka Mulshi, District Pune, Maharashtra by Nalanda Shelter Private Limited.","NALANDA SHELTER PRIVATE LIMITED","EC Granted","EC",NA
"4042","SIA/MH/MIN/248627/2021","SIA/MH/MIN/248627/2021","Environmental Clearance for proposed river bed Sand mining having lease area 3.90 Ha of  Murdada (Parvati ghat) sand ghat on Wainganga River","DISTRICT MINING OFFICER,GONDIA","EC Granted","EC",NA
"4043","SIA/MH/MIN/414619/2023","SIA/MH/MIN/414619/2023","Mokha Sand Ghat	 Tq.Balapur	Dist Akola	Nr Survey No1, 2, 3, 10,  15, 199, 200	 River Purna	4410 Brass	1.56 Ha","DMO AKOLA","EC Granted","EC",NA
"4044","SIA/MH/IND3/70271/2018","SIA/MH/IND3/70271/2018","Expansion of Bulk Drugs and Intermediates Manufacturing Unit (API) from 160 MTPA to 220 MTPA by M/s. Cipla Limited (Unit - II) located at Plot No.: D - 27, MIDC Kurkumbh, Taluka: Daund, District: Pune, State: Maharashtra.","CIPLA LTD D27 UNIT II MIDC KURKUMBH","EC Granted","EC",NA
"4045","SIA/MH/MIS/246127/2021","SIA/MH/MIS/246127/2021","Proposed Residential & Commercial Project by Aswani & Shah Associates LLP at Kiwale","ASWANI & SHAH ASSOCIATES LTD","Delisted","EC",NA
"4046","SIA/MH/MIS/246128/2021","SIA/MH/MIS/246128/2021","Redevelopment of existing teacher’s colony (MHADA Bldgs.) at Land Bearing CTS No. 609 of village – Bandra, Tal. & Dist. – Mumbai, Maharashtra by PSC PROPERTIES PVT. LTD.","PSC PROPERTIES PVT LTD","EC Granted","EC",NA
"4047","SIA/MH/MIN/70310/2018","SIA/MH/MIN/70310/2018","Satuk Manganese Mine","M/S MOIL LIMITED (A GOVERNMENT OF INDIA ENTERPRISE)","Rejection Letter Granted","EC",NA
"4048","SIA/MH/MIN/238306/2021","SIA/MH/MIN/238306/2021","Bhadli Sand Ghat","DISTRICT MINING OFFICER JALNA","EC Granted","EC",NA
